Chromosome	Start	End	Value	nbProbes
chr8	110500580	112807136	0.908090896713428	156
chr8	112831262	113387259	0.925697528463315	187
chr8	113388179	114552541	0.838950841430328	514
chr8	114573407	118830914	0.933197147536861	368
chr8	118834952	119998728	0.983628723454677	118
chr8	120008371	124360507	0.865965604937325	384
chr8	124379755	125934713	0.888848873958426	103
chr8	125937760	143373992	0.948965196992949	1371
chr8	143384314	144978627	0.861816890168289	121
chr8	144981439	146292754	0.712851403969097	111
chr9	204738	9711924	-0.492840840513475	924
chr9	9724351	20248100	-0.528107253873112	780
chr9	20274515	26425066	-0.505075875303398	600
chr9	26451188	30883876	-0.533287716622168	343
chr9	30886614	39184085	-0.501054474080607	569
chr9	44098813	44893114	-0.339701667428017	4
chr9	68170421	70984392	-0.376758821308613	2
chr9	70990396	100053214	-0.492863567798773	2195
chr9	100076896	102484879	-0.458304062271598	174
chr9	102502572	126683975	-0.526738103759614	1696
chr9	126695770	128375067	-0.497022318772885	172
chr9	128377873	141054781	-0.513741336093681	1066
chr10	126070	1775728	0.27172716043357	174
chr10	1784653	39146696	0.138027015924504	2663
chr10	42413322	111094175	0.135549582682098	5144
chr10	111104886	111711842	0.409032276654173	42
chr10	111725145	115390706	0.125291178762998	261
chr10	115405664	135434323	0.155425752320523	1407
chr11	192764	51575971	0.0904776775324219	3661
chr11	54795357	134938867	0.0977697453483372	6283
chr12	189400	34828231	0.118032651809045	2849
chr12	37902988	107622619	0.105889183013815	5589
chr12	107632261	108770082	0.0616978761025293	86
chr12	108787264	133818135	0.148940082504001	1816
chr13	19084823	55147837	0.134500269137119	3009
chr13	55158519	56502640	0.0791444346904554	93
chr13	56517886	100588230	0.0999882980556589	3333
chr13	100592838	115103170	0.132809931795533	1496
chr14	20219083	106526241	-0.521242990914881	6612
chr14	106529011	106560866	-1.32599456194374	9
chr14	106572892	107036712	-0.574031741390089	88
chr14	107044255	107282044	-0.505432983013717	44
chr15	20161372	20212818	-0.364589564502239	6
chr15	22752399	28157521	-0.452971886003638	346
chr15	28179603	35995480	-0.485405350440395	472
chr15	36008792	72536715	-0.548454148104319	2774
chr15	72538112	88542210	-0.508894212888842	1226
chr15	88547290	102397337	-0.505913594531736	1185
chr16	83887	2635428	-0.254748756823634	240
chr16	2635913	14670787	-0.086613167034817	1020
chr16	14710811	32137985	-0.111711732817171	1150
chr16	32529165	35271745	-0.147066532553912	87
chr16	46461309	61691643	-0.102118587399577	1047
chr16	61701240	90158025	-0.123191869654482	2287
chr17	400959	22217903	0.159540020383366	1740
chr17	25326941	48724057	0.136121103571547	2085
chr17	48724199	78757969	0.173271205936252	2406
chr17	78761708	80263447	0.0256808206267322	179
chr18	12842	1422887	-0.644452365736167	138
chr18	1441978	15377491	-0.50790151369377	934
chr18	18554307	78007804	-0.512389804357923	4522
chr19	247232	24544340	0.0897655072371221	2120
chr19	27754573	36249541	0.190060169284341	669
chr19	36261928	59093259	0.120917389977194	2044
chr20	69094	15729334	0.133618878796556	1772
chr20	15732219	26309275	0.183684965783267	826
chr20	29519156	62912483	0.179858654275027	2491
chr21	9648315	10964159	-0.131407600594684	8
chr21	14344537	48097630	0.133019055792114	2339
chr22	16054713	24346448	-0.449689602298396	700
chr22	24346658	24388258	-1.98748943954706	18
chr22	24390318	51213846	-0.487117810155757	2076
