Chromosome	Start	End	Value	nbProbes
chr6	204909	58770522	-0.0404408781669778	4493
chr6	61886393	170913071	-0.0659358030293272	8208
chr7	41421	58025443	-0.0533370135971289	4488
chr7	61064518	159118463	-0.0785467873234875	7479
chr8	172417	7004167	0.660234414794876	1044
chr8	8094763	43767554	0.635143452734806	2821
chr8	46896972	94330476	0.627704166405262	3482
chr8	94354185	103567575	0.704502769685858	691
chr8	103574663	117007870	0.569609550550205	1532
chr8	117023201	144881986	0.647383882992324	2249
chr8	144905741	146292754	0.3565139330931	126
chr9	204738	8385206	-0.0205783399686193	662
chr9	8385969	31738268	-0.0815552425209319	2042
chr9	31742007	39184085	-0.00967254907708022	512
chr9	44098813	68170441	0.0392793412939693	5
chr9	70984372	84373229	-0.070080361838074	943
chr9	84386712	104760943	0.00221249433704638	1591
chr9	104781994	106053947	-0.18909693609013	86
chr9	106067533	141054781	-0.00302294620505237	2684
chr10	126070	39146696	-0.0318595242492063	2837
chr10	42413322	69372048	-0.0664009645554433	1805
chr10	69390721	121095420	-0.0300127270217205	4022
chr10	121105311	121679033	0.132204932333309	39
chr10	121692908	135434323	0.0190239441610678	988
chr11	192764	6684531	-0.694869706081824	525
chr11	6695844	8153534	-0.635721176191309	98
chr11	8157610	8427324	-0.424054102748772	35
chr11	8430938	39474399	-0.701763522373243	2200
chr11	39494123	51575971	0.298330245049607	803
chr11	54795357	58281575	0.26185921465172	237
chr11	58295900	68512563	0.33314819579848	783
chr11	68531383	70218568	0.361992071365534	242
chr11	70219070	94802640	0.334689316369445	1785
chr11	94813709	95910527	-0.775166349203319	114
chr11	95911392	103898604	-0.742907015188491	599
chr11	103908968	112558144	-0.684490467651747	696
chr11	112570797	115547943	-0.589099728796576	227
chr11	115571085	117227539	-0.667407475507281	130
chr11	117240357	134938867	-0.00887553476391266	1470
chr12	189400	4830020	-0.027307364398753	512
chr12	4851555	5343246	0.21090951998468	32
chr12	5358335	34828231	-0.059842936131949	2305
chr12	37902988	84438558	-0.0651936192613786	3881
chr12	84462140	88435565	-0.182638288712308	280
chr12	88444592	101502931	-0.0622954053602744	947
chr12	101516592	133818135	-0.0223594272479754	2383
chr13	19084823	54780069	-0.0331908965214802	2986
chr13	54791481	92639619	-0.140509603572241	2692
chr13	92650818	93169002	-0.140760466892825	51
chr13	93179661	115103170	-0.04184462488066	2202
chr14	20219083	28516195	-0.710306392079942	692
chr14	28529168	30459471	-0.705912210956362	130
chr14	30468542	33407312	-0.00927816222271045	267
chr14	33428842	39943561	-0.659527469317745	459
chr14	40001911	51046494	-0.75237241659671	735
chr14	51060452	60263956	-0.720442599064002	680
chr14	60281190	68333992	-0.675539468205662	775
chr14	68334149	69458786	-0.694459138005755	160
chr14	69471786	77305528	-0.687703021408597	532
chr14	77320585	82100265	-0.735915619287377	342
chr14	82114412	82692543	-0.738654290725962	39
chr14	82696305	88825510	0.276806645923159	410
chr14	88844065	103862342	0.40060670729125	1097
chr14	103874215	107282044	0.258645862143594	435
chr15	20161372	20212818	0.0639910564910151	6
chr15	22752399	55585383	-0.0252793323706712	2306
chr15	55593092	55810235	0.402063836471816	15
chr15	55832462	61647848	0.354395400888756	441
chr15	61659933	63349116	0.473123132832815	113
chr15	63363901	71148428	0.38067547584778	597
chr15	71156953	76188768	0.441370812518243	427
chr15	76198708	102397337	0.397428695990356	2104
chr16	83887	35271745	-0.0145992619017484	2497
chr16	46461309	84877797	-0.0364721215630123	2862
chr16	84882974	90158025	0.00849086941398955	472
chr17	400959	22217903	-0.026840526566784	1740
chr17	25326941	80263447	-0.0232052065545191	4670
chr18	12842	15377491	-0.0334455731182633	1072
chr18	18554307	41696362	-0.0627611622255587	1676
chr18	41706428	78007804	-0.0456020726098401	2846
chr19	247232	1329659	-0.179059735711825	193
chr19	1335531	24544340	-0.0229100233079192	1927
chr19	27754573	59093259	-0.0266309126759768	2713
chr20	69094	16367826	-0.0803604885204931	1956
chr20	16378465	26309275	-0.00436251351655545	642
chr20	29519156	62912483	-0.0265789922655045	2491
chr21	9648315	10964159	-0.00448981113590556	8
chr21	14344537	30057165	-0.0870013842004094	995
chr21	30064237	48097630	-0.00149774663398588	1344
chr22	16054713	51213846	-0.0248154150209382	2794
