SegmentID	Chromosome	StartPosition	StopPosition	MarkerCount	Type	State	Median Log2 Ratio	Median BAF	% Aberr. Cells	TuScan Ploidy	FileName
32	11	54795357	134938847	6209	LOH	0	-	-	75	2	5-LD.OSCHP
33	12	189400	34828211	2848	LOH	0	-	-	75	2	5-LD.OSCHP
34	12	37927248	133818115	7477	LOH	0	-	-	75	2	5-LD.OSCHP
35	13	19084823	115103150	7910	LOH	1	-	-	75	2	5-LD.OSCHP
36	14	20219083	107282024	6748	LOH	1	-	-	75	2	5-LD.OSCHP
37	15	20161372	20212798	6	LOH	0	-	-	75	2	5-LD.OSCHP
38	15	22752399	102397317	5981	LOH	0	-	-	75	2	5-LD.OSCHP
39	16	83887	30514723	2260	LOH	0	-	-	75	2	5-LD.OSCHP
40	16	30518096	35271725	197	LOH	1	-	-	75	2	5-LD.OSCHP
41	16	46461309	90158005	3316	LOH	0	-	-	75	2	5-LD.OSCHP
42	17	400959	22217883	1728	LOH	0	-	-	75	2	5-LD.OSCHP
43	17	25326941	80263427	4626	LOH	0	-	-	75	2	5-LD.OSCHP
44	18	12842	15377471	1070	LOH	0	-	-	75	2	5-LD.OSCHP
45	18	18554307	78007784	4505	LOH	0	-	-	75	2	5-LD.OSCHP
46	19	247232	24544320	2106	LOH	0	-	-	75	2	5-LD.OSCHP
47	19	27754573	59093239	2665	LOH	0	-	-	75	2	5-LD.OSCHP
48	20	69094	26309255	2580	LOH	0	-	-	75	2	5-LD.OSCHP
49	20	29519156	62912463	2491	LOH	0	-	-	75	2	5-LD.OSCHP
50	21	9648315	10964139	8	LOH	0	-	-	75	2	5-LD.OSCHP
51	21	14344537	48097610	2335	LOH	0	-	-	75	2	5-LD.OSCHP
52	22	16054713	51213826	2714	LOH	1	-	-	75	2	5-LD.OSCHP
53	24	177942	58412929	4178	LOH	1	-	-	75	2	5-LD.OSCHP
54	24	61732394	155219364	6832	LOH	1	-	-	75	2	5-LD.OSCHP
